publisher_docid;XP;batchid;time_stamp
week17b_5753870_5762435_5762513;XP031863151;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762513;XP031863151;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762513;XP031863151;XP031863151.pdf;20110624_165520
week17b_5753870_5762435_5762514;XP031863152;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762514;XP031863152;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762514;XP031863152;XP031863152.pdf;20110624_165520
week17b_5753870_5762435_5762516;XP031863153;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762516;XP031863153;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762516;XP031863153;XP031863153.pdf;20110624_165520
week17b_5753870_5762435_5762517;XP031863154;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762517;XP031863154;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762517;XP031863154;XP031863154.pdf;20110624_165520
