publisher_docid;XP;batchid;time_stamp
week4a_5608545_5625939_5627288;XP031883838;XP031883838.pdf;20110728_064654
week4a_5608545_5625939_5627289;XP031883839;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627289;XP031883839;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627289;XP031883839;XP031883839.pdf;20110728_064654
week4a_5608545_5625939_5627290;XP031883840;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627290;XP031883840;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627290;XP031883840;XP031883840.pdf;20110728_064654
week4a_5608545_5625939_5627291;XP031883841;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627291;XP031883841;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627291;XP031883841;XP031883841.pdf;20110728_064654
week4a_5608545_5625939_5627292;XP031883842;IEEECONFERENCE_week4a.xml;20110728_064654
